物料代码	含税售价(13%)	不含税售价	部件不含税售价	年份
KB484N20600	678	600	422.12 	2019
KB489N40600	522	461.95	323.89 	2019
KB493N00600	1210	1070.8	904.42 	2019
KA240W46800	1019	901.77	386.73 	2019
KB277W20603	1206	1067.26	588.50 	2019
KB283W04600	1258	1113.27	599.12 	2019
KB283W04602	1259	1114.16	593.81 	2019
KB283W04613	1256	1111.5	592.04 	2019
KB299W46204	1085	960.18	530.09 	2019
KB321W01400	1314	1162.83	623.01 	2019
KB322W20600	1179	1043.36	587.61 	2019
KB354W00600	1085	960.18	553.10 	2019
KB450W00602	1223	1082.3	577.88 	2019
KB450W00603	1229	1087.61	584.96 	2019
KB474W40600	1130	1000	557.52 	2019
KB483W20601	1205	1066.37	576.99 	2019
KB483W20603	1202	1063.72	584.07 	2019
KB489W40600	1156	1023.01	544.25 	2019
KB489W40608	1163	1029.2	546.90 	2019
KA299N43200	471	416.81	332.74 	2019
KA346N40800	475	420.35	328.32 	2019
KA346N42400	467	413.27	324.78 	2019
KA355N40800	478	423.01	329.20 	2019
KA442N44800	459	406.19	316.81 	2019
KA452N40800	479	423.89	315.04 	2019
KB155N40800	460	407.08	292.04 	2019
KB277N20801	567	501.77	345.13 	2019
KB291N01603	806	713.27	538.94 	2019
KB291N01604	796	704.42	537.17 	2019
KB291N02403	703	622.12	442.48 	2019
KB299N02400	552	488.5	330.97 	2019
KB318N40800	498	440.71	312.39 	2019
KB321N01600	818	723.89	546.02 	2019
KB322N21600	1093	967.26	782.30 	2019
KB324N40800	567	501.77	365.49 	2019
KB338N00800	865	765.49	569.03 	2019
KB355N40800	491	434.51	318.58 	2019
KB442N44800	453	400.88	280.53 	2019
KB452N41600	475	420.35	307.96 	2019
KB483N20800	648	573.45	405.31 	2019
KB484N20800	678	600	422.12 	2019
KB486N20800	600	530.97	360.18 	2019
KB491N00800	1355	1199.12	992.92 	2019
KB491N02400	1354	1198.23	997.35 	2019
KB492N20800	935	827.43	661.06 	2019
KB493N00800	1210	1070.8	904.42 	2019
KB495N21600	801	708.85	535.40 	2019
KB495N22400	648	573.45	412.39 	2019
KA198W40800	1082	957.52	387.61 	2019
KA240W40810	1115	986.73	387.61 	2019
KA240W47000	933	825.66	341.59 	2019
KA275W42400	1062	939.82	411.50 	2019
KA299W43200	1072	948.67	403.54 	2019
KA346W40800	1061	938.94	411.50 	2019
KA346W42400	1078	953.98	384.96 	2019
KB277W20800	1211	1071.68	586.73 	2019
KB277W20804	1204	1065.49	586.73 	2019
KB283W04800	1289	1140.71	607.08 	2019
KB283W04802	1292	1143.36	603.54 	2019
KB283W04813	1288	1139.82	609.73 	2019
KB299W46405	1131	1000.88	546.90 	2019
KB299W46410	1128	998.23	546.90 	2019
KB299W46411	1183	1046.9	564.60 	2019
KB299W46413	1131	1000.88	554.87 	2019
KB318W40800	1185	1048.67	552.21 	2019
KB320W00800	1314	1162.83	623.01 	2019
KB322W20800	1195	1057.52	590.27 	2019
KB338W00800	1297	1147.79	631.86 	2019
KB442W40810	1170	1035.4	542.48 	2019
KB483W20801	1207	1068.14	589.38 	2019
KB489W40800	1178	1042.48	548.67 	2019
KB491W00800	1664	1472.57	771.68 	2019
KA171N15000	617	546.02	408.85 	2019
KA173N41800	668	591.15	444.25 	2019
KA173N42200	674	596.46	461.06 	2019
KB180N28800	679	600.88	400.88 	2019
KA171W15000	1607	1422.12	594.69 	2019
KA173W41000	1469	1300	574.34 	2019
KB180W28800	1608	1423.01	758.41 	2019
KG118N01300	1689	1494.69	0.00 	2019
KG155N01600	1210	1070.8	0.00 	2019
KG155N01700	978	865.49	0.00 	2019
KG156N00100	1250	1106.19	0.00 	2019
KG157N00200	1106	978.76	0.00 	2019
KG157N00900	1294	1145.13	0.00 	2019
KG187N00100	2039	1804.42	0.00 	2019
KG188N00100	1001	885.84	0.00 	2019
KG188N00200	1246	1102.65	0.00 	2019
KH057N00600	1891	1673.45	0.00 	2019
KH057N00700	1748	1546.9	0.00 	2019
KH074N00600	4455	3942.48	0.00 	2019
KH074N01000	4447	3935.4	0.00 	2019
KH135N05700	1322	1169.91	0.00 	2019
KH156N00200	1166	1031.86	0.00 	2019
KH156N00900	1396	1235.4	0.00 	2019
KH157N00200	1268	1122.12	0.00 	2019
KH167N00400	1831	1620.35	0.00 	2019
KH180N00100	1345	1190.27	0.00 	2019
KH181N00300	2337	2068.14	0.00 	2019
KH187N00200	1989	1760.18	1415.04 	2019
KH188N00500	1181	1045.13	0.00 	2019
KH284N00100	1231	1089.38	0.00 	2019
KG118W01300	1367	1209.73	0.00 	2019
KG135W07200	1417	1253.98	516.81 	2019
KG155W01600	1503	1330.09	0.00 	2019
KG155W01700	1406	1244.25	0.00 	2019
KG188W00100	1245	1101.77	0.00 	2019
KG188W00200	1416	1253.1	0.00 	2019
KH057W00504	1565	1384.96	0.00 	2019
KH074W00600	1957	1731.86	0.00 	2019
KH135W05700	1723	1524.78	0.00 	2019
KH147W03302	1607	1422.12	0.00 	2019
KH156W00900	1726	1527.43	0.00 	2019
KH158W02000	1729	1530.09	0.00 	2019
KH167W00303	1567	1386.73	0.00 	2019
KH177W00302	1567	1386.73	0.00 	2019
KH178W00600	1720	1522.12	0.00 	2019
KH181W00400	1581	1399.12	0.00 	2019
KH188W00200	1582	1400	0.00 	2019
KG118N01400	1844	1631.86	0.00 	2019
KG155N01400	1150	1017.7	0.00 	2019
KG155N01500	1419	1255.75	0.00 	2019
KG155N02300	1372	1214.16	0.00 	2019
KG157N00300	1442	1276.11	0.00 	2019
KG157N00400	1253	1108.85	0.00 	2019
KG180N00200	1521	1346.02	0.00 	2019
KG187N00200	2130	1884.96	0.00 	2019
KG188N00400	1158	1024.78	0.00 	2019
KH074N00700	4478	3962.83	0.00 	2019
KH074N00900	4472	3957.52	0.00 	2019
KH135N05600	1433	1268.14	0.00 	2019
KH156N01700	1528	1352.21	0.00 	2019
KH156N01800	1528	1352.21	0.00 	2019
KH166N00400	6130	5424.78	0.00 	2019
KH167N00200	1830	1619.47	0.00 	2019
KH172N00200	1916	1695.58	0.00 	2019
KH176N00200	6139	5432.74	0.00 	2019
KH176N00600	6018	5325.66	0.00 	2019
KH180N00200	1454	1286.73	0.00 	2019
KH181N00200	2391	2115.93	0.00 	2019
KH187N00100	1990	1761.06	1415.93 	2019
KH284N00200	1389	1229.2	0.00 	2019
KG118W01400	1723	1524.78	0.00 	2019
KG135W07300	1696	1500.88	0.00 	2019
KG155W01400	1899	1680.53	0.00 	2019
KG155W01500	2066	1828.32	0.00 	2019
KG155W02300	2132	1886.73	0.00 	2019
KG188W00400	1696	1500.88	0.00 	2019
KG188W00500	1821	1611.5	0.00 	2019
KH057W00100	1977	1749.56	0.00 	2019
KH057W01800	1981	1753.1	0.00 	2019
KH074W00700	2194	1941.59	0.00 	2019
KH097W10100	2070	1831.86	0.00 	2019
KH135W04100	2062	1824.78	0.00 	2019
KH135W04115	2047	1811.5	0.00 	2019
KH135W05600	2122	1877.88	0.00 	2019
KH155W00200	2048	1812.39	0.00 	2019
KH155W00201	2057	1820.35	0.00 	2019
KH155W00500	2002	1771.68	0.00 	2019
KH156W01700	2070	1831.86	0.00 	2019
KH166W00100	2378	2104.42	0.00 	2019
KH166W00400	3188	2821.24	0.00 	2019
KH178W00100	1978	1750.44	0.00 	2019
KH178W00102	1985	1756.64	0.00 	2019
KH181W00200	2065	1827.43	0.00 	2019
KG090N69100	1744	1543.36	1153.98 	2019
KG090W69100	3263	2887.61	1294.69 	2019
KE002N4510	1233	1091.15	0.00 	2019
KE002W4510	2904	2569.91	0.00 	2019
KB321N90200	589	521.24	429.20 	2019
KB322N90100	648	573.45	469.03 	2019
KB322N90200	799	707.08	607.96 	2019
KB354N90200	184	162.83	150.44 	2019
KB359N90100	224	198.23	177.88 	2019
KB483N90100	304	269.03	234.51 	2019
KB484N90100	333	294.69	265.49 	2019
KB485N90100	457	404.42	376.11 	2019
KB491N90100	1088	962.83	869.91 	2019
KB491N90300	1083	958.41	875.22 	2019
KB492N90100	508	449.56	431.86 	2019
KB493N90100	814	720.35	701.77 	2019
KH074N90400	3669	3246.9	0.00 	2019
KH156N90300	503	445.13	0.00 	2019
KH157N90200	611	540.71	0.00 	2019
KH181N90200	2225	1969.03	0.00 	2019
LR02001660	1206	1067.26	0.00 	2019
LR02001680	1252	1107.96	0.00 	2019
LR02001720	1253	1108.85	0.00 	2019
LR02001790	1426	1261.95	0.00 	2019
LR02001930	1332	1178.76	0.00 	2019
LR02001940	1280	1132.74	0.00 	2019
CG156N00700_L88144	1091	965.49	0.00 	2019
KA299N44100	369	326.55	255.75 	2019
KA240W45800	796	704.42	306.19 	2019
KA299N43500	381	337.17	263.72 	2019
KA299N44300	368	325.66	255.75 	2019
KA240W46201	825	730.09	312.39 	2019
KA346W40300	827	731.86	306.19 	2019
KB299W46006	1063	940.71	519.47 	2019
KB492N20600	936	828.32	661.95 	2019
KA346W40600	1019	901.77	385.84 	2019
KA354W40600	1023	905.31	383.19 	2019
KB299W46207	1082	957.52	515.93 	2019
KA346N40700	426	376.99	284.07 	2019
KA173N31300	582	515.04	368.14 	2019
KH182N01500	2000	1769.91	0.00 	2019
KG155W02600	1580	1398.23	0.00 	2019
KG156N00400	1151	1018.58	0.00 	2019
KG135W07301	1710	1513.27	0.00 	2019
KH188W00101	1966	1739.82	0.00 	2019
KH166N90100	5224	4623.01	0.00 	2019
KH188N90100	531	469.91	0.00 	2019
KB473N40400	498	440.71	312.39 	2019
KB489W40406	1087	961.95	527.43 	2019
KB489W40412	1087	961.95	533.63 	2019
KA346N40600	474	419.47	327.43 	2019
KB473N40600	500	442.48	313.27 	2019
KB498N40600	585	517.7	381.42 	2019
KA475N40800	534	472.57	369.91 	2019
KB473N40800	498	440.71	311.50 	2019
KB283W04814	1288	1139.82	605.31 	2019
KB483W20802	1204	1065.49	585.84 	2019
KG155N02600	1014	897.35	0.00 	2019
KG155N02700	1145	1013.27	0.00 	2019
KH181N00700	2725	2411.5	0.00 	2019
KG135W08300	1536	1359.29	0.00 	2019
KH147W04300	1578	1396.46	0.00 	2019
KG155N02400	1608	1423.01	0.00 	2019
KG188N00600	1346	1191.15	0.00 	2019
KG188W00600	1985	1756.64	0.00 	2019
KH147W03600	2127	1882.3	0.00 	2019
KH176N90200	5110	4522.12	0.00 	2019
KB299N02000	553	489.38	341.59 	2019
KB450W00403	1167	1032.74	582.30 	2019
KA299N46600	431	381.42	306.19 	2019
KA346N43000	467	413.27	329.20 	2019
KB324N44000	736	651.33	521.24 	2019
KA346W40700	933	825.66	341.59 	2019
KA173N42100	579	512.39	370.80 	2019
KA346N90100	187	165.49	157.52 	2019
KB299N90500	85	75.22	73.45 	2019
KB324N90200	283	250.44	253.98 	2019
KG156N03100	1253	1108.85	0.00 	2019
KH156N00700	1166	1031.86	0.00 	2019
KH147W04301	1586	1403.54	0.00 	2019
KH166W00200	2008	1776.99	0.00 	2019
LR02100380	2879	2547.79	0.00 	2019
LR02100390	3025	2676.99	0.00 	2019
LR02100410	3056	2704.42	0.00 	2019
LR20001730	1247	1103.54	0.00 	2019
LR20001790	1377	1218.58	0.00 	2019
LR20001791	1366	1208.85	0.00 	2019
LR20001821	1090	964.6	0.00 	2019
LR20001830	1247	1103.54	0.00 	2019
LR20002000	1225	1084.07	0.00 	2019
LR20002010	1377	1218.58	0.00 	2019
LR20002011	1365	1207.96	0.00 	2019
LR20002180	1485	1314.16	0.00 	2019
LR20002181	1473	1303.54	0.00 	2019
LR20002191	1305	1154.87	0.00 	2019
LR20002200	1485	1314.16	0.00 	2019
LR20002201	1473	1303.54	0.00 	2019
LR20002211	1291	1142.48	0.00 	2019
LR20002220	1439	1273.45	0.00 	2019
LR20002221	1433	1268.14	0.00 	2019
LR20002230	1570	1389.38	0.00 	2019
LR20002231	1563	1383.19	0.00 	2019
LR20002360	1164	1030.09	0.00 	2019
LR20002450	1084	959.29	0.00 	2019
LR20002460	1234	1092.04	0.00 	2019
LR20002500	1572	1391.15	0.00 	2019
LR20002501	1564	1384.07	0.00 	2019
LR20002520	1299	1149.56	0.00 	2019
LR20002570	1360	1203.54	0.00 	2019
LR20002580	1233	1091.15	0.00 	2019
LR20002590	1209	1069.91	0.00 	2019
LR20002600	1083	958.41	0.00 	2019
LR20002630	1516	1341.59	0.00 	2019
LR20002640	1428	1263.72	0.00 	2019
LR20002661	1427	1262.83	0.00 	2019
LR20002690	1286	1138.05	0.00 	2019
LR20002730	1344	1189.38	0.00 	2019
LR02109050	526	465.49	0.00 	2019
LR20009320	530	469.03	0.00 	2019
LR20009380	312	276.11	0.00 	2019
LR20009390	398	352.21	0.00 	2019
LR20009400	314	277.88	0.00 	2019
LR20009410	313	276.99	0.00 	2019
LR20009460	367	324.78	0.00 	2019
LR20001720	1087	961.95	0.00 	2019
LR20001780	1225	1084.07	0.00 	2019
LR20002100	1329	1176.11	0.00 	2019
LR20002120	1357	1200.88	0.00 	2019
LR20002350	1013	896.46	0.00 	2019
LR20002620	1348	1192.92	0.00 	2019
LR20002170	1335	1181.42	0.00 	2019
LR20002210	1298	1148.67	0.00 	2019
LR20002271	1170	1035.4	0.00 	2019
LR20002280	1285	1137.17	0.00 	2019
LR20002301	1421	1257.52	0.00 	2019
LR20002530	1275	1128.32	0.00 	2019
LR20002660	1434	1269.03	0.00 	2019
LR20009260	354	313.27	0.00 	2019
LR20001820	1088	962.83	0.00 	2019
LR20001832	1241	1098.23	0.00 	2019
LR20002281	1279	1131.86	0.00 	2019
LR20002680	1145	1013.27	0.00 	2019
LR20002720	1193	1055.75	0.00 	2019
LR20002300	1426	1261.95	0.00 	2019
LR20002840	1416	1253.1	0.00 	2019
KA237W40400	938	830.09	357.52 	2019
KA346N90200	150	132.74	126.55 	2019
KA346W40401	931	823.89	353.98 	2019
KA346W42000	947	838.05	357.52 	2019
KA354W40301	809	715.93	293.81 	2019
KB155N21200	528	467.26	306.19 	2019
KB155N21400	528	467.26	306.19 	2019
KB155N21600	529	468.14	307.08 	2019
KB155W21400	1258	1113.27	600.00 	2019
KB277N20405	567	501.77	340.71 	2019
KB277W20401	1126	996.46	525.66 	2019
KB283W00400	1173	1038.05	565.49 	2019
KB283W04400	1189	1052.21	560.18 	2019
KB283W04409	1188	1051.33	571.68 	2019
KB283W04809	1291	1142.48	604.42 	2019
KB291N90400	300	265.49	244.25 	2019
KB299W41400	1146	1014.16	542.48 	2019
KB299W41600	1186	1049.56	553.98 	2019
KB323N20400	650	575.22	415.04 	2019
KB323N20800	651	576.11	415.04 	2019
KB323W00800	1315	1163.72	638.05 	2019
KB323W20400	1142	1010.62	570.80 	2019
KB323W20800	1195	1057.52	607.96 	2019
KB323W20801	1197	1059.29	591.15 	2019
KB324N90100	155	137.17	134.51 	2019
KB328W40600	1088	962.83	543.36 	2019
KB329N00800	686	607.08	431.86 	2019
KB336N02000	756	669.03	485.84 	2019
KB336N02200	756	669.03	486.73 	2019
KB336N90300	470	415.93	315.04 	2019
KB336W00600	1278	1130.97	618.58 	2019
KB351N40600	458	405.31	298.23 	2019
KB351N40800	458	405.31	298.23 	2019
KB354W00400	1063	940.71	517.70 	2019
KB358N00400	723	639.82	447.79 	2019
KB359N90200	430	380.53	358.41 	2019
KB380N20600	565	500	333.63 	2019
KB384N00600	608	538.05	361.95 	2019
KB442W20400	1124	994.69	525.66 	2019
KB442W20800	1209	1069.91	586.73 	2019
KB442W40400	1049	928.32	526.55 	2019
KB442W40600	1145	1013.27	538.94 	2019
KB442W40809	1185	1048.67	552.21 	2019
KB468N00400	685	606.19	430.97 	2019
KB483W20400	1121	992.04	539.82 	2019
KB483W20800	1202	1063.72	571.68 	2019
KB489W40401	1086	961.06	523.89 	2019
KB489W40609	1167	1032.74	553.10 	2019
KB489W40803	1186	1049.56	554.87 	2019
KB493W00401	1184	1047.79	599.12 	2019
KB493W00402	1186	1049.56	588.50 	2019
KB493W00601	1314	1162.83	623.01 	2019
KB493W00602	1315	1163.72	623.01 	2019
KB493W00802	1315	1163.72	623.01 	2019
KB499N00800	685	606.19	430.09 	2019
KG090N67000	1815	1606.19	0.00 	2019
KG090N69200	1438	1272.57	0.00 	2019
KG090W67001	3665	3243.36	0.00 	2019
KG090W69200	3025	2676.99	0.00 	2019
KG135W07101	1796	1589.38	0.00 	2019
KH057W00103	1994	1764.6	0.00 	2019
KH057W00104	1963	1737.17	0.00 	2019
KH057W00500	1542	1364.6	0.00 	2019
KH075N00700	1846	1633.63	0.00 	2019
KH075W00100	2062	1824.78	0.00 	2019
KH075W00101	2060	1823.01	0.00 	2019
KH075W00102	2032	1798.23	0.00 	2019
KH075W00201	1583	1400.88	0.00 	2019
KH089N00700	2056	1819.47	0.00 	2019
KH089N00800	2221	1965.49	0.00 	2019
KH089W00100	1698	1502.65	0.00 	2019
KH089W00101	1699	1503.54	0.00 	2019
KH089W00200	2139	1892.92	0.00 	2019
KH089W00202	2124	1879.65	0.00 	2019
KH118W03800	1568	1387.61	0.00 	2019
KH155N00200	1273	1126.55	0.00 	2019
KH155N00203	1268	1122.12	0.00 	2019
KH155W00101	1585	1402.65	0.00 	2019
KH155W00102	1593	1409.73	0.00 	2019
KH155W00202	2019	1786.73	0.00 	2019
KH158W01901	2089	1848.67	0.00 	2019
KH168N00100	4429	3919.47	0.00 	2019
KH168N00400	4432	3922.12	0.00 	2019
KH168N00500	4522	4001.77	0.00 	2019
KH168N00700	4335	3836.28	0.00 	2019
KH168N90100	3543	3135.4	0.00 	2019
KH168N90200	3636	3217.7	0.00 	2019
KH168W00100	2001	1770.8	0.00 	2019
KH168W00102	2005	1774.34	0.00 	2019
KH168W00400	1723	1524.78	0.00 	2019
KH177W00301	1565	1384.96	0.00 	2019
KH178W00300	1978	1750.44	0.00 	2019
KH179N90100	2175	1924.78	0.00 	2019
KH181N03500	2972	2630.09	0.00 	2019
KH181N91000	1834	1623.01	0.00 	2019
KH181N91100	2438	2157.52	0.00 	2019
KH181W03500	2064	1826.55	0.00 	2019
KH185N01000	2780	2460.18	0.00 	2019
KH189N00900	2044	1808.85	0.00 	2019
KH189N90600	1405	1243.36	0.00 	2019
KH189W00500	2045	1809.73	0.00 	2019
KH189W00600	1719	1521.24	0.00 	2019
KV010N00800	729	645.13	0.00 	2019
KV010N00900	729	645.13	0.00 	2019
KV010W00800	1770	1566.37	0.00 	2019
KV010W00900	1922	1700.88	0.00 	2019
LJ71158120	37181	32903.54	0.00 	2019
LJ71158150	37150	32876.11	0.00 	2019
LJ71158240	37150	32876.11	0.00 	2019
LJ71158270	37181	32903.54	0.00 	2019
KA275N43200	464	410.62	318.58 	2019
KB283W04601	1254	1109.73	591.15 	2019
KB295N02403	690	610.62	430.97 	2019
KB350N00400	609	538.94	369.03 	2019
KB350N00600	608	538.05	369.03 	2019
KB350N00800	609	538.94	383.19 	2019
KB392N00400	609	538.94	362.83 	2019
KB392N00800	609	538.94	369.03 	2019
KG188W00301	1796	1589.38	0.00 	2019
KH175N00300	1889	1671.68	0.00 	2019
KH175W00301	1713	1515.93	0.00 	2019
KH178N00700	1812	1603.54	0.00 	2019
KH178N00800	1814	1605.31	0.00 	2019
KH207N00100	1886	1669.03	0.00 	2019
KH207N00200	1888	1670.8	0.00 	2019
KA237W40300	851	753.1	300.00 	2019
KA240W40600	1052	930.97	393.81 	2019
KA240W40700	952	842.48	338.05 	2019
KA275N40600	463	409.73	311.50 	2019
KA275N40700	412	364.6	267.26 	2019
KA275N40800	463	409.73	304.42 	2019
KA299N43900	415	367.26	280.53 	2019
KA346N42200	467	413.27	324.78 	2019
KA346W42200	1056	934.51	394.69 	2019
KB442W40801	1173	1038.05	550.44 	2019
KB450W00600	1220	1079.65	580.53 	2019
KB450W00400	1161	1027.43	565.49 	2019
KB490N00400	669	592.04	455.75 	2019
KB490N00600	669	592.04	455.75 	2019
KB490N00800	670	592.92	455.75 	2019
KF014W0370	830	734.51	0.00 	2019
KM810N0780	858	759.29	0.00 	2019
KM810N0810	1036	916.81	0.00 	2019
KM810N0860	858	759.29	0.00 	2019
KM810N0870	958	847.79	0.00 	2019
KM810N0880	1036	916.81	0.00 	2019
KM810N0910	775	685.84	0.00 	2019
KM810N0960	902	798.23	0.00 	2019
KM810N1100	847	749.56	0.00 	2019
KM810N1110	847	749.56	0.00 	2019
KM810N1120	884	782.3	0.00 	2019
KM810N1140	982	869.03	0.00 	2019
KM810N1150	982	869.03	0.00 	2019
KM810N1160	982	869.03	0.00 	2019
KM810N1170	1061	938.94	0.00 	2019
KM810N1180	1061	938.94	0.00 	2019
KM810N1200	799	707.08	0.00 	2019
KM810N1210	799	707.08	0.00 	2019
KM810N1220	799	707.08	0.00 	2019
KM810N1230	838	741.59	0.00 	2019
KM810N1240	838	741.59	0.00 	2019
KM810N1250	927	820.35	0.00 	2019
KM810N1270	927	820.35	0.00 	2019
KM810N1280	1006	890.27	0.00 	2019
KM810N1910	1212	1072.57	0.00 	2019
KM810N1920	1133	1002.65	0.00 	2019
KM810N1950	1239	1096.46	0.00 	2019
KM810N1960	1159	1025.66	0.00 	2019
KM810N2500	849	751.33	0.00 	2019
KM810N2510	849	751.33	0.00 	2019
KM810N2520	849	751.33	0.00 	2019
KM810N2530	882	780.53	0.00 	2019
KM810N2540	882	780.53	0.00 	2019
KM810N2550	972	860.18	0.00 	2019
KM810N2560	972	860.18	0.00 	2019
KM810N2570	1023	905.31	0.00 	2019
KM810N2590	1051	930.09	0.00 	2019
KM810N2790	873	772.57	0.00 	2019
KM810N2800	873	772.57	0.00 	2019
KM810N2810	873	772.57	0.00 	2019
KM810N2830	908	803.54	0.00 	2019
KM810N2840	998	883.19	0.00 	2019
KM810N2850	998	883.19	0.00 	2019
KM810N2860	1049	928.32	0.00 	2019
KM810N2870	1076	952.21	0.00 	2019
KM810N2880	1077	953.1	0.00 	2019
KM810N2890	1228	1086.73	0.00 	2019
KM810N3560	782	692.04	0.00 	2019
KM810N4630	951	841.59	0.00 	2019
KM810N4650	1327	1174.34	0.00 	2019
KM810N4770	917	811.5	0.00 	2019
KM810N4790	1052	930.97	0.00 	2019
KM810N4820	847	749.56	0.00 	2019
KM810N4830	847	749.56	0.00 	2019
KM810N4840	847	749.56	0.00 	2019
KM810N4910	880	778.76	0.00 	2019
KM810N4920	880	778.76	0.00 	2019
KM810N4930	981	868.14	0.00 	2019
KM810N4940	835	738.94	0.00 	2019
KM810N4980	924	817.7	0.00 	2019
KM810N5000	981	868.14	0.00 	2019
KM810N5010	1034	915.04	0.00 	2019
KM810N5040	978	865.49	0.00 	2019
KM810N5060	1061	938.94	0.00 	2019
KM810N5070	1005	889.38	0.00 	2019
KM810N5100	1005	889.38	0.00 	2019
KN850W0650	4113	3639.82	0.00 	2019
KN850W0660	4078	3608.85	0.00 	2019
KN850W0670	4098	3626.55	0.00 	2019
KN850W1090	5365	4747.79	0.00 	2019
KN850W1100	5345	4730.09	0.00 	2019
KN850W1110	5320	4707.96	0.00 	2019
KN850W1260	5797	5130.09	0.00 	2019
KN850W1270	5780	5115.04	0.00 	2019
KN850W1280	5780	5115.04	0.00 	2019
KN850W1960	3573	3161.95	0.00 	2019
KN850W2130	3572	3161.06	0.00 	2019
KA346N40200	419	370.8	301.77 	2019
KA346W40200	910	805.31	363.72 	2019
KM810N0890	775	685.84	0.00 	2019
KM810N0900	775	685.84	0.00 	2019
KM810N3580	782	692.04	0.00 	2019
KM810N3680	733	648.67	0.00 	2019
KM810N3690	733	648.67	0.00 	2019
KM810N4890	800	707.96	0.00 	2019
KM810N3610	920	814.16	0.00 	2019
KM810N3720	860	761.06	0.00 	2019
KM810N4960	835	738.94	0.00 	2019
KM810N3980	1237	1094.69	0.00 	2019
KM800N7251	1640	1451.33	0.00 	2019
KM800N7262	1452	1284.96	0.00 	2019
KM800N7691	1530	1353.98	0.00 	2019
KM800N7701	1530	1353.98	0.00 	2019
KM800N7301	1710	1513.27	0.00 	2019
KM800N7312	1522	1346.9	0.00 	2019
KM800N7711	1530	1353.98	0.00 	2019
KM800N7721	1600	1415.93	0.00 	2019
KM800N7731	1600	1415.93	0.00 	2019
KN850W0662	4035	3570.8	0.00 	2019
KN850W0671	4026	3562.83	0.00 	2019
KN850W1970	3393	3002.65	0.00 	2019
KN850W1980	3393	3002.65	0.00 	2019
KN850W1112	5450	4823.01	0.00 	2019
KM810N3740	859	760.18	0.00 	2019
KM810N0820	958	847.79	0.00 	2019
KM810N1090	846	748.67	0.00 	2019
KM810N3620	920	814.16	0.00 	2019
KM810N3750	939	830.97	0.00 	2019
KN850W2100	24165	21384.96	0.00 	2019
KM810N0920	812	718.58	0.00 	2019
KM810N0930	812	718.58	0.00 	2019
KM810N3670	733	648.67	0.00 	2019
KM810N3730	860	761.06	0.00 	2019
KM810N3650	999	884.07	0.00 	2019
KM810N4850	800	707.96	0.00 	2019
KM810N1130	884	782.3	0.00 	2019
KM810N0950	902	798.23	0.00 	2019
KM810N0940	902	798.23	0.00 	2019
KM810N0980	980	867.26	0.00 	2019
KM810N0970	980	867.26	0.00 	2019
KA198W40600	1021	903.54	386.73 	2019
KA442N44600	459	406.19	294.69 	2019
KM810N4860	872	771.68	0.00 	2019
CG156N90100	370	327.43	0.00 	2019
KA198W40101	796	704.42	296.46 	2019
KA198W40301	873	772.57	305.31 	2019
KA237W40202	900	796.46	342.48 	2019
KA237W40214	918	812.39	366.37 	2019
KA237W40311	837	740.71	297.35 	2019
KA240W00106	849	751.33	308.85 	2019
KA240W40500	952	842.48	328.32 	2019
KA240W46001	907	802.65	353.98 	2019
KA240W46600	932	824.78	337.17 	2019
KA275N40500	412	364.6	261.06 	2019
KA275W42600	914	808.85	342.48 	2019
KA275W42700	886	784.07	307.08 	2019
KA275W42800	952	842.48	345.13 	2019
KA299N42900	424	375.22	280.53 	2019
KA299N43300	381	337.17	262.83 	2019
KA299N43400	430	380.53	306.19 	2019
KA299N46800	431	381.42	306.19 	2019
KA299N46900	414	366.37	284.07 	2019
KA299N47000	463	409.73	326.55 	2019
KA299W47100	991	876.99	343.36 	2019
KA346N41800	433	383.19	307.08 	2019
KA346W41800	910	805.31	352.21 	2019
KA346W41900	828	732.74	294.69 	2019
KA354W40801	1086	961.06	369.03 	2019
KB276N21200	695	615.04	498.23 	2019
KB276N21400	767	678.76	515.04 	2019
KB276N21600	766	677.88	515.04 	2019
KB276N22000	704	623.01	506.19 	2019
KB276N22200	777	687.61	523.01 	2019
KB276N22400	776	686.73	523.01 	2019
KB276N25000	892	789.38	568.14 	2019
KB276N25400	1034	915.04	712.39 	2019
KB276N90900	501	443.36	425.66 	2019
KB276W20402	1190	1053.1	576.11 	2019
KB276W25000	1609	1423.89	758.41 	2019
KB277N40440	508	449.56	315.04 	2019
KB277N40647	509	450.44	315.93 	2019
KB277N40842	509	450.44	315.93 	2019
KB277W20400	1127	997.35	526.55 	2019
KB283N91200	270	238.94	216.81 	2019
KB283W04415	1186	1049.56	561.95 	2019
KB283W04614	1256	1111.5	595.58 	2019
KB296N05203	889	786.73	605.31 	2019
KB299W46007	1057	935.4	526.55 	2019
KB299W46208	1083	958.41	518.58 	2019
KB324N40400	567	501.77	365.49 	2019
KB337N40400	453	400.88	292.04 	2019
KB337N40800	452	400	292.04 	2019
KB338W00803	1302	1152.21	615.93 	2019
KB354W00601	1094	968.14	546.02 	2019
KB354W00801	1114	985.84	553.10 	2019
KB358N00600	723	639.82	447.79 	2019
KB358N00800	723	639.82	449.56 	2019
KB358N01000	934	826.55	607.08 	2019
