调整订单	物料代码	仓库	调整原因	输入日期	调整库存	金额
TK1000044	450003060002	E11	T175	2020-07-24	-10000	-19200
TK1000044	450003060002	E11	T175	2020-07-24	10000	19200
ADJ068943	43110325	A008	T184	2020-07-01	-4	-21.08
ADJ070066	450003060030	A008	T184	2020-07-16	-10	-41.7
ADJ070074	4311030005	A008	T184	2020-07-16	-1	-28.7
ADJ070425	450002000005	A008	T184	2020-07-21	-3	-40.05
ADJ070446	4313017401	A008	T184	2020-07-21	-1	-72.34
ADJ070721	450003060031	A008	T184	2020-07-23	-20	-66.8
ADJ070732	43110334	A008	T184	2020-07-23	-10	-17.6
ADJ070739	450003060028	A008	T184	2020-07-23	-10	-29.7
ADJ070740	43110050	A008	T184	2020-07-23	-10	-15
ADJ070753	43118000009	A008	T184	2020-07-23	-10	-22.6
ADJ070757	43118000007	A008	T184	2020-07-23	-8	-26.72
ADJ071227	43110053	A008	T184	2020-07-25	-3	-23.25
ADJ068821	43118000009	A03	TK06	2020-06-30	-1	-2.26
ADJ069199	450003000001	A03	TK06	2020-07-07	-3	-7.2
ADJ069614	43110050	A03	TK06	2020-07-09	-1	-1.5
ADJ069689	450003060002	A03	TK06	2020-07-10	-1	-1.92
ADJ070191	43110329	A03	TK06	2020-07-16	-2	-3
ADJ070477	450002000005	A03	TK06	2020-07-21	-7	-93.45
ADJ071040	43110329	A03	TK06	2020-07-24	-2	-3
ADJ070173	450002000005	A03	TYE1	2020-07-16	-2	-26.7
TK1000025	422000060004	E11	T175	2020-07-02	-3	-8.31
TK1000025	422000060004	E11	T175	2020-07-02	3	8.31
TK1000025	42018000026	E11	T175	2020-07-06	-2	-5.52
TK1000025	42018000026	E11	T175	2020-07-06	2	5.52
TK1000025	42018000593	E11	T175	2020-07-07	-25	-71.5
TK1000025	42018000593	E11	T175	2020-07-07	25	71.5
TK1000025	42200006000401	E11	T175	2020-07-10	-9	-24.93
TK1000025	42200006000401	E11	T175	2020-07-10	9	24.93
TK1000025	422000060004	E11	T175	2020-07-15	-4	-11.08
TK1000025	422000060004	E11	T175	2020-07-15	4	11.08
TK1000025	42200000000701	E11	T175	2020-07-20	-1	-1.18
TK1000025	42200000000701	E11	T175	2020-07-20	1	1.18
TK1000025	422000000025	E11	T175	2020-07-20	-2	-7.68
TK1000025	422000000025	E11	T175	2020-07-20	2	7.68
ADJ070773	42010004	A008	T184	2020-07-23	-4	-5.96
TK1000003	420001000001	E11	TK03	2020-07-20	-1	-1.36
ADJ068863	420001000004	A03	TK06	2020-06-30	-1	-4.13
ADJ069336	42018000551	A03	TK06	2020-07-08	-9	-30.15
ADJ070025	42018000580	A03	TK06	2020-07-16	-2	-6.92
ADJ070111	420101852	A03	TK06	2020-07-16	-1	-1.34
ADJ070329	42018000580	A03	TK06	2020-07-21	-3	-10.38
ADJ071056	42011106	A03	TK06	2020-07-24	-5	-7.6
ADJ071060	420001000004	A03	TK06	2020-07-24	-3	-12.39
ADJ071211	42018000551	A03	TK06	2020-07-25	-12	-40.2
ADJ070085	49013035	A03	T130N	2020-07-16	-3	-21.96
TG1000292	4602000913	D21	T175	2020-07-23	-3	-23.94
TG1000292	4602000913	D21	T175	2020-07-23	3	23.94
TK1000025	430034000014	E11	T175	2020-06-29	-1	-54.05
TK1000025	430034000014	E11	T175	2020-06-29	1	54.05
TK1000025	430034000049	E11	T175	2020-06-29	-1	-11.07
TK1000025	430034000049	E11	T175	2020-06-29	1	11.07
TK1000025	49018000075	E11	T175	2020-07-03	-1	-43.87
TK1000025	49018000075	E11	T175	2020-07-03	1	43.87
TK1000025	43003400001101	E11	T175	2020-07-13	-4	-29.36
TK1000025	43003400001101	E11	T175	2020-07-13	4	29.36
TK1000025	43003400001104	E11	T175	2020-07-13	-2	-16.84
TK1000025	43003400001104	E11	T175	2020-07-13	2	16.84
TK1000025	43003400001103	E11	T175	2020-07-17	-2	-16.42
TK1000025	43003400001103	E11	T175	2020-07-17	2	16.42
TK1000025	4901800009801	E11	T175	2020-07-18	-37	-647.5
TK1000025	4901800009801	E11	T175	2020-07-18	37	647.5
TK1000025	43003400001101	E11	T175	2020-07-20	-2	-14.68
TK1000025	43003400001101	E11	T175	2020-07-20	2	14.68
TK1000025	49018000097	E11	T175	2020-07-21	-1	-21.43
TK1000025	49018000097	E11	T175	2020-07-21	1	21.43
TK1000044	43003400001103	E11	T175	2020-07-22	-4	-32.84
TK1000044	43003400001103	E11	T175	2020-07-22	4	32.84
TK1000044	430034000049	E11	T175	2020-07-22	-2	-22.14
TK1000044	430034000049	E11	T175	2020-07-22	2	22.14
TK1000044	43003400001101	E11	T175	2020-07-23	-1	-7.34
TK1000044	43003400001101	E11	T175	2020-07-23	1	7.34
ADJ068941	46020006	A008	T184	2020-07-01	-36	-196.92
ADJ069403	43003400001104	A008	T184	2020-07-08	-2	-16.84
ADJ069774	430044000001	A008	T184	2020-07-10	-1	-133.59
ADJ070153	4201002024	A008	T184	2020-07-16	-2	-7.42
ADJ070786	46020007	A008	T184	2020-07-23	-1	-5.24
ADJ070788	4602000911	A008	T184	2020-07-23	-8	-69.36
ADJ070793	430024060005	A008	T184	2020-07-23	-1	-9.65
ADJ070905	4201002023	A008	T184	2020-07-24	-6	-60.24
ADJ071059	4602000603	A008	T184	2020-07-24	-1	-5.47
ADJ071242	45010008	A008	T184	2020-07-25	-1	-20
ADJ071329	43004400001501	A008	T184	2020-07-25	-1	-66.49
ADJ070364	42010023	A008	TES01	2020-07-21	-5	-24.9
ADJ070851	42010032	A008	TES01	2020-07-24	-5	-33.05
ADJ068884	4201002032	A03	TES02	2020-06-30	-7	-156.03
ADJ068899	32218000107	A03	TES02	2020-06-30	-3	-1924.59
ADJ070870	430044000001	A03	TES02	2020-07-24	-2	-267.18
ADJ070946	4201002032	A03	TES02	2020-07-24	-11	-245.19
ADJ070318	46020006	A03	TG06	2020-07-21	-10	-54.7
ADJ071066	46020007	A03	TG06	2020-07-24	-1	-5.24
ADJ071067	4602000913	A03	TG06	2020-07-24	-1	-7.98
ADJ069574	430034000010	A008	TK03	2020-07-09	-200	-372
ADJ069893	49013066	A008	TK03	2020-07-12	-200	-130
ADJ068763	49010265	A03	TK06	2020-06-30	-4	-1.04
ADJ069290	430034000010	A03	TK06	2020-07-08	-4	-7.44
ADJ069291	49013066	A03	TK06	2020-07-08	-14	-9.1
ADJ069320	49010255	A03	TK06	2020-07-08	-41	-11.48
ADJ070476	49010252	A03	TK06	2020-07-21	-55	-10.45
ADJ070290	4602000603	A008	TL06A	2020-07-19	-28	-153.16
ADJ070772	430044000001	A008	TL06A	2020-07-23	-1	-133.59
ADJ071061	460200061	A008	TL06A	2020-07-24	-15	-78.9
ADJ071233	46020007	A008	TL06A	2020-07-25	-8	-41.92
ADJ071203	430024060005	A008	TL06B	2020-07-25	-3	-28.95
ADJ070842	460200061	A03	TL06B	2020-07-24	-15	-78.9
ADJ070914	46020007	A03	TL06B	2020-07-24	-3	-15.72
ADJ070970	4602000913	A03	TL06B	2020-07-24	-2	-15.96
TH1000219	320004000024	D13	T175	2020-07-21	-2	-63.84
TH1000219	320004000024	D13	T175	2020-07-21	2	63.84
TH1000219	320004000025	D13	T175	2020-07-21	-2	-45.36
TH1000219	320004000025	D13	T175	2020-07-21	2	45.36
TH1000219	320004000024	D13	T175	2020-07-24	-7	-223.44
TH1000219	320004000024	D13	T175	2020-07-24	7	223.44
ADJ069683	320004000025	A008	T184	2020-07-10	-5	-113.4
ADJ069684	32000406003102	A008	T184	2020-07-10	-18	-377.64
ADJ069732	3200206817	A008	T184	2020-07-10	-13	-410.02
ADJ069776	32000005	A008	T184	2020-07-10	-5	-101.4
ADJ069811	3200206818	A008	T184	2020-07-10	-12	-261.24
ADJ069831	320004000024	A008	T184	2020-07-10	-10	-319.2
ADJ069844	32000406003102	A008	T184	2020-07-11	-14	-293.72
ADJ069845	320004000025	A008	T184	2020-07-11	-5	-113.4
ADJ069846	32002068	A008	T184	2020-07-11	-37	-750.36
ADJ069851	3200206806	A008	T184	2020-07-11	-3	-71.04
ADJ069852	320004000025	A008	T184	2020-07-11	-2	-45.36
ADJ069853	32000406003101	A008	T184	2020-07-11	-1	-21.9
ADJ069870	32000406003101	A008	T184	2020-07-11	-3	-65.7
ADJ069874	3200206811	A008	T184	2020-07-11	-1	-21.31
ADJ070806	32000005	A008	T184	2020-07-23	-1	-20.28
ADJ071216	320004000025	A008	T184	2020-07-25	-7	-158.76
ADJ071217	320004060089	A008	T184	2020-07-25	-2	-43.62
ADJ071238	32002068	A008	T184	2020-07-25	-7	-141.96
ADJ071239	320004000025	A008	T184	2020-07-25	-2	-45.36
ADJ071241	320004000024	A008	T184	2020-07-25	-1	-31.92
ADJ071258	3200206811	A008	T184	2020-07-25	-4	-85.24
ADJ071277	3200206806	A008	T184	2020-07-25	-14	-331.52
ADJ071278	3200206817	A008	T184	2020-07-25	-3	-94.62
ADJ071281	320004000025	A008	T184	2020-07-25	-2	-45.36
ADJ071293	3200206818	A008	T184	2020-07-25	-9	-195.93
ADJ071294	3200206818	A008	T184	2020-07-25	-9	-195.93
ADJ071326	3200206806	A008	T184	2020-07-25	-4	-94.72
ADJ071328	3211000000602	A008	T184	2020-07-25	-1	-47.02
ADJ071340	32000406003101	A008	T184	2020-07-25	-3	-65.7
ADJ071341	32000406003102	A008	T184	2020-07-25	-1	-20.98
ADJ069040	320004000024	A03	TL06B	2020-07-07	-15	-478.8
ADJ069328	32000406003102	A03	TL06B	2020-07-08	-20	-419.6
ADJ069366	3200206806	A03	TL06B	2020-07-08	-4	-94.72
ADJ070874	320004000024	A03	TL06B	2020-07-24	-5	-159.6
ADJ071213	320004060089	A03	TL06B	2020-07-25	-9	-196.29
ADJ071226	320004000024	A03	TL06B	2020-07-25	-7	-223.44
ADJ071271	3211000000602	A03	TL06B	2020-07-25	-2	-94.04
ADJ070805	7651521243	A008	TYE1	2020-07-23	-4	-55.36
ADJ071206	7651873215	A008	TYE1	2020-07-25	-2	-18.96
ADJ071255	7651540714	A008	TYE1	2020-07-25	-3	-24.9
ADJ070174	32115200012	A03	TYE1	2020-07-16	-1	-95.89
ADJ070389	3210521511	A03	TYE1	2020-07-21	-1	-52.06
ADJ071051	3210521511	A03	TYE1	2020-07-24	-1	-52.06
ADJ070838	10300406005801	A03	TEM02	2020-07-24	-1	-2731.38
TS0001798	10333011	C13	TYE1	2020-07-14	-1	-5.78
TS0001798	10333427	C13	TYE1	2020-07-14	-1	-5.59
TS0001809	10333427	C13	TYE1	2020-07-22	-1	-5.59
TS0001809	10333016	C13	TYE1	2020-07-22	-2	-14.52
TS0001804	10333016	C13	TZ08	2020-07-18	-2	-14.52
TG1000292	430004022	D21	T175	2020-06-29	-2	-37.94
TG1000292	430004022	D21	T175	2020-06-29	2	37.94
TG1000292	4300040050	D21	T175	2020-07-09	-341	-1769.79
TG1000292	4300040050	D21	T175	2020-07-09	341	1769.79
TG1000292	430004022	D21	T175	2020-07-10	-5	-94.85
TG1000292	430004022	D21	T175	2020-07-10	5	94.85
TG1000292	430004022	D21	T175	2020-07-23	-12	-227.64
TG1000292	430004022	D21	T175	2020-07-23	12	227.64
ADJ068992	43000054	A008	T184	2020-07-05	-4	-39.08
ADJ068993	4304000448	A008	T184	2020-07-05	-5	-41.9
ADJ068994	430004022	A008	T184	2020-07-05	-2	-37.94
ADJ068995	430004022	A008	T184	2020-07-05	-2	-37.94
ADJ068996	43000338	A008	T184	2020-07-05	-2	-111.26
ADJ068997	43000338	A008	T184	2020-07-05	-2	-111.26
ADJ068998	4304000406	A008	T184	2020-07-05	-1	-7.72
ADJ069445	072009060008	A008	T184	2020-07-08	-1	-33.42
ADJ069599	4300040050	A008	T184	2020-07-09	-2	-10.38
ADJ069627	072009060008	A008	T184	2020-07-09	-3	-100.26
ADJ069629	07200206000104	A008	T184	2020-07-09	-1	-15.67
ADJ069681	072010060002	A008	T184	2020-07-10	-1	-11.27
ADJ069748	43000412	A008	T184	2020-07-10	-1	-266.46
ADJ069824	4300040087	A008	T184	2020-07-10	-1	-5.51
ADJ069825	072009060008	A008	T184	2020-07-10	-2	-66.84
ADJ069828	072008000005	A008	T184	2020-07-10	-1	-17.08
ADJ069829	072001060008	A008	T184	2020-07-10	-1	-13.76
ADJ069842	4300040050	A008	T184	2020-07-11	-2	-10.38
ADJ069843	4300040072	A008	T184	2020-07-11	-2	-10.38
ADJ069850	4300040045	A008	T184	2020-07-11	-2	-11.02
ADJ069858	4300040045	A008	T184	2020-07-11	-2	-11.02
ADJ069861	4300040050	A008	T184	2020-07-11	-2	-10.38
ADJ069862	4300040050	A008	T184	2020-07-11	-2	-10.38
ADJ069863	4300040045	A008	T184	2020-07-11	-2	-11.02
ADJ069864	4300040072	A008	T184	2020-07-11	-2	-10.38
ADJ069869	4300040032	A008	T184	2020-07-11	-2	-11.02
ADJ070277	07133821	A008	T184	2020-07-19	-2	-34.6
ADJ070278	072009000005	A008	T184	2020-07-19	-2	-111
ADJ070285	430004022	A008	T184	2020-07-19	-1	-18.97
ADJ070286	430004022	A008	T184	2020-07-19	-1	-18.97
ADJ070298	43000344	A008	T184	2020-07-19	-5	-65.75
ADJ070299	430004022	A008	T184	2020-07-19	-1	-18.97
ADJ070301	07334463	A008	T184	2020-07-19	-4	-295.16
ADJ070302	07133821	A008	T184	2020-07-19	-2	-34.6
ADJ070599	43008152	A008	T184	2020-07-22	-8	-725.76
ADJ070703	4304413263	A008	T184	2020-07-23	-18	-334.08
ADJ070736	43044100173	A008	T184	2020-07-23	-1	-50.08
ADJ070801	072009000005	A008	T184	2020-07-23	-2	-111
ADJ070803	43000412	A008	T184	2020-07-23	-2	-532.92
ADJ070804	072009000006	A008	T184	2020-07-23	-1	-53.68
ADJ070807	4304000111	A008	T184	2020-07-23	-3	-68.76
ADJ070826	4304000448	A008	T184	2020-07-24	-3	-25.14
ADJ070827	4300040087	A008	T184	2020-07-24	-2	-11.02
ADJ070830	07200206002229	A008	T184	2020-07-24	-5	-65.75
ADJ070831	4304000450	A008	T184	2020-07-24	-6	-52.92
ADJ070844	430004022	A008	T184	2020-07-24	-2	-37.94
ADJ070845	430004022	A008	T184	2020-07-24	-2	-37.94
ADJ070848	4300040045	A008	T184	2020-07-24	-12	-66.12
ADJ070849	4304000404	A008	T184	2020-07-24	-4	-35.28
ADJ070862	072002060023	A008	T184	2020-07-24	-5	-65.75
ADJ070884	4300040033	A008	T184	2020-07-24	-7	-38.57
ADJ070916	430004022	A008	T184	2020-07-24	-2	-37.94
ADJ070932	43000338	A008	T184	2020-07-24	-3	-166.89
ADJ070935	07200206002306	A008	T184	2020-07-24	-7	-82.81
ADJ070936	4300040047	A008	T184	2020-07-24	-3	-15.57
ADJ070937	4304000417	A008	T184	2020-07-24	-2	-17.18
ADJ070952	4304000406	A008	T184	2020-07-24	-3	-23.16
ADJ070953	072001060009	A008	T184	2020-07-24	-2	-30.58
ADJ070954	072001060006	A008	T184	2020-07-24	-2	-33.88
ADJ070955	4300040087	A008	T184	2020-07-24	-2	-11.02
ADJ070960	07200106000810	A008	T184	2020-07-24	-2	-29.06
ADJ070969	43008152	A008	T184	2020-07-24	-2	-181.44
ADJ071240	43044100224	A008	T184	2020-07-25	-2	-94.54
ADJ071249	4304000485	A008	T184	2020-07-25	-4	-33.96
ADJ071250	072001000007	A008	T184	2020-07-25	-9	-46.71
ADJ071266	07200206000103	A008	T184	2020-07-25	-8	-125.36
ADJ071267	07200206000102	A008	T184	2020-07-25	-10	-156.7
ADJ071268	072002060019	A008	T184	2020-07-25	-3	-60.93
ADJ071284	07200206002306	A008	T184	2020-07-25	-6	-70.98
ADJ071285	43000344	A008	T184	2020-07-25	-14	-184.1
ADJ071286	4300040072	A008	T184	2020-07-25	-5	-25.95
ADJ071345	4304000494	A008	T184	2020-07-25	-2	-16.14
ADJ070052	430004022	A03	T184	2020-07-16	-5	-94.85
ADJ071050	430004022	A03	T184	2020-07-24	-6	-113.82
ADJ070871	07130833	A03	T188	2020-07-24	-2	-6209.7
ADJ070872	43008151	A03	T188	2020-07-24	-1	-746.38
ADJ069636	430004022	A008	TG06	2020-07-09	-50	-948.5
ADJ070445	430004022	A008	TG06	2020-07-21	-50	-948.5
ADJ068807	430004022	A03	TG06	2020-06-30	-2	-37.94
ADJ069373	43003091	A03	TG06	2020-07-08	-3	-32.07
ADJ069592	43000054	A03	TG06	2020-07-09	-5	-48.85
ADJ070408	43003091	A03	TG06	2020-07-21	-10	-106.9
ADJ068974	430004022	A008	TL06A	2020-07-04	-9	-170.73
ADJ069731	430004022	A008	TL06A	2020-07-10	-3	-56.91
ADJ069750	430004022	A008	TL06A	2020-07-10	-4	-75.88
ADJ069848	4300040050	A008	TL06A	2020-07-11	-30	-155.7
ADJ069859	430004022	A008	TL06A	2020-07-11	-15	-284.55
ADJ070287	072001000007	A008	TL06A	2020-07-19	-10	-51.9
ADJ070888	4304413269	A008	TL06A	2020-07-24	-3	-61.5
ADJ071194	430004022	A008	TL06A	2020-07-25	-17	-322.49
ADJ069995	43000054	A03	TL06A	2020-07-15	-5	-48.85
ADJ068786	4304000111	A03	TL06B	2020-06-30	-28	-641.76
ADJ069083	4304000111	A03	TL06B	2020-07-07	-22	-504.24
ADJ069347	4304413215	A03	TL06B	2020-07-08	-2	-37.5
ADJ070058	4304000111	A03	TL06B	2020-07-16	-50	-1146
ADJ070371	4304000111	A03	TL06B	2020-07-21	-12	-275.04
ADJ070396	4304413215	A03	TL06B	2020-07-21	-5	-93.75
ADJ070843	43044100173	A03	TL06B	2020-07-24	-1	-50.08
ADJ068900	4304000417	A008	TYE1	2020-06-30	-1	-8.59
ADJ068921	4304000485	A008	TYE1	2020-06-30	-3	-25.47
ADJ070802	4304413220	A008	TYE1	2020-07-23	-2	-40.66
ADJ070808	4304413269	A008	TYE1	2020-07-23	-3	-61.5
ADJ071202	43000344	A008	TYE1	2020-07-25	-4	-52.6
ADJ071230	4304413274	A008	TYE1	2020-07-25	-2	-40.66
ADJ071321	072002000011	A008	TYE1	2020-07-25	-1	-50.81
ADJ068722	07108001	A008	T184	2020-06-28	-1	-37.8
ADJ069409	07108001	A008	T184	2020-07-08	-1	-37.8
ADJ069556	071001060007	A008	T184	2020-07-09	-1	-58.64
ADJ069613	07333700032	A008	T184	2020-07-09	-1	-37.78
ADJ069809	07333700032	A008	T184	2020-07-10	-1	-37.78
ADJ069810	07380010	A008	T184	2020-07-10	-1	-334.15
ADJ070899	0718000802	A008	T184	2020-07-24	-2	-182.7
ADJ070918	07333700032	A008	T184	2020-07-24	-8	-302.24
ADJ070944	07108001	A008	T184	2020-07-24	-1	-37.8
ADJ070968	07333700235	A008	T184	2020-07-24	-1	-340.2
ADJ070123	07189057	A03	T188	2020-07-16	-2	-480
ADJ068926	07131901	A008	TEK01	2020-07-01	-1	-21.12
ADJ068927	071033000001	A008	TEK01	2020-07-01	-2	-210.26
ADJ068803	071033000001	A03	TEK02	2020-06-30	-1	-105.13
ADJ068824	07131901	A03	TEK02	2020-06-30	-2	-42.24
ADJ068883	0713010301	A03	TG06	2020-06-30	-5	-11.9
ADJ070281	0713010302	A008	TL06A	2020-07-19	-20	-47.6
ADJ070295	07189057	A008	TL06A	2020-07-19	-2	-480
ADJ070962	0713010301	A008	TL06A	2020-07-24	-180	-428.4
ADJ070878	0713010301	A03	TL06B	2020-07-24	-68	-161.84
ADJ069680	07133082	A008	T184	2020-07-10	-2	-13.3
ADJ069701	07330000002	A008	T184	2020-07-10	-2	-19.38
ADJ069702	071302392	A008	T184	2020-07-10	-2	-22.14
ADJ069703	071302391	A008	T184	2020-07-10	-2	-16.58
ADJ069720	07130209	A008	T184	2020-07-10	-2	-19.66
ADJ069721	07130209	A008	T184	2020-07-10	-2	-19.66
ADJ069722	07100005	A008	T184	2020-07-10	-2	-20.04
ADJ069723	07100003	A008	T184	2020-07-10	-2	-12.5
ADJ069724	07334100016	A008	T184	2020-07-10	-2	-33.86
ADJ069725	070001000001	A008	T184	2020-07-10	-2	-16.38
ADJ069726	0713308201	A008	T184	2020-07-10	-2	-11.2
ADJ069745	0710000301	A008	T184	2020-07-10	-2	-10.8
ADJ069746	070001060017	A008	T184	2020-07-10	-2	-18.62
ADJ069749	0733410005301	A008	T184	2020-07-10	-2	-43
ADJ069769	0733410001301	A008	T184	2020-07-10	-2	-24.3
ADJ069770	070001060007	A008	T184	2020-07-10	-2	-26.5
ADJ069771	07130239	A008	T184	2020-07-10	-2	-11.4
ADJ069790	0733410001401	A008	T184	2020-07-10	-2	-114.56
ADJ069791	071302391	A008	T184	2020-07-10	-2	-16.58
ADJ069792	07334100016	A008	T184	2020-07-10	-2	-33.86
ADJ069804	071302393	A008	T184	2020-07-10	-2	-9.8
ADJ069805	07330000001	A008	T184	2020-07-10	-4	-95.52
ADJ069807	071302395	A008	T184	2020-07-10	-2	-13.92
ADJ069808	07100003	A008	T184	2020-07-10	-2	-12.5
ADJ069820	0710000301	A008	T184	2020-07-10	-2	-10.8
ADJ069821	071302393	A008	T184	2020-07-10	-2	-9.8
ADJ069822	070001060017	A008	T184	2020-07-10	-2	-18.62
ADJ069823	0710000301	A008	T184	2020-07-10	-2	-10.8
ADJ069887	071302392	A008	T184	2020-07-11	-2	-22.14
ADJ070724	071302391	A008	T184	2020-07-23	-8	-66.32
ADJ070733	071302395	A008	T184	2020-07-23	-5	-34.8
ADJ070828	07133082	A008	T184	2020-07-24	-2	-13.3
ADJ070846	070001060017	A008	T184	2020-07-24	-2	-18.62
ADJ070858	07334100016	A008	T184	2020-07-24	-2	-33.86
ADJ070859	07130209	A008	T184	2020-07-24	-9	-88.47
ADJ070860	07100003	A008	T184	2020-07-24	-2	-12.5
ADJ070883	0733410005301	A008	T184	2020-07-24	-2	-43
ADJ070904	070001060007	A008	T184	2020-07-24	-2	-26.5
ADJ070917	0733410001401	A008	T184	2020-07-24	-2	-114.56
ADJ070934	07330000001	A008	T184	2020-07-24	-2	-47.76
ADJ070910	0713083201	A03	T188	2020-07-24	-4	-85.8
ADJ068785	0713083201	A03	TEK02	2020-06-30	-2	-42.9
ADJ068823	07130832	A03	TEK02	2020-06-30	-2	-42.24
ADJ068772	07130209	A03	TG06	2020-06-30	-1	-9.83
ADJ068972	07100005	A008	TL06A	2020-07-04	-9	-90.18
ADJ068975	0713308201	A008	TL06A	2020-07-04	-10	-56
ADJ069854	071302392	A008	TL06A	2020-07-11	-6	-66.42
ADJ069962	07330000001	A008	TL06A	2020-07-15	-5	-119.4
ADJ070288	07100005	A008	TL06A	2020-07-19	-4	-40.08
ADJ070337	070001060017	A008	TL06A	2020-07-21	-60	-558.6
ADJ070356	070001000002	A008	TL06A	2020-07-21	-30	-173.7
ADJ070444	07334100016	A008	TL06A	2020-07-21	-4	-67.72
ADJ070720	070001060007	A008	TL06A	2020-07-23	-17	-225.25
ADJ070913	070001000002	A03	TL06B	2020-07-24	-35	-202.65
TK1000025	420400062189	E11	T175	2020-06-30	-4	-30.8
TK1000025	420400062189	E11	T175	2020-06-30	4	30.8
TK1000025	40110310	E11	T175	2020-07-07	-1	-1.14
TK1000025	40110310	E11	T175	2020-07-07	1	1.14
TK1000044	420400060721	E11	T175	2020-07-23	-1	-73.48
TK1000044	420400060721	E11	T175	2020-07-23	1	73.48
ADJ068942	420400064283	A008	T184	2020-07-01	-1	-7.74
ADJ068977	420400062135	A008	T184	2020-07-04	-2	-16.44
ADJ070201	420400000448	A008	T184	2020-07-16	-1	-3.86
ADJ070362	40134100106	A008	T184	2020-07-21	-1	-72.4
ADJ070363	420400060712	A008	T184	2020-07-21	-1	-270.57
ADJ070469	401001000457	A008	T184	2020-07-21	-1	-8.68
ADJ070564	420400062137	A008	T184	2020-07-22	-1	-7.23
ADJ071048	420400060721	A008	T184	2020-07-24	-1	-73.48
ADJ071186	420400062642	A008	T184	2020-07-25	1	55.19
ADJ071228	40139400033	A008	T184	2020-07-25	-4	-23.36
ADJ071269	420400062642	A008	T184	2020-07-25	-2	-110.38
ADJ071272	401001000338	A008	T184	2020-07-25	-1	-53.67
ADJ071305	420400062137	A008	T184	2020-07-25	-5	-36.15
ADJ071319	420400061208	A008	T184	2020-07-25	-10	-5.7
ADJ071337	420400062821	A008	T184	2020-07-25	-1	-10.53
ADJ071346	420400060186	A008	T184	2020-07-25	-2	-152.42
TK1000039	420400060183	E11	T331	2020-07-24	3	334.74
ADJ070889	420400062320	A008	TES01	2020-07-24	-1	-414.32
ADJ070893	40010135	A03	TES02	2020-07-24	-16.5	-523.545
ADJ070907	40018325	A03	TES02	2020-07-24	-1.3	-75.361
ADJ070908	40028000026	A03	TES02	2020-07-24	-0.84	-65.9736
ADJ070923	40018326	A03	TES02	2020-07-24	-43.1	-1367.563
TK1000003	4011001703	E11	TK03	2020-07-21	-350	-147
ADJ069335	401001000359	A03	TK06	2020-07-08	-1	-1.67
ADJ069374	4002066412	A03	TK06	2020-07-08	-1	-0.53
ADJ069441	4011022305	A03	TK06	2020-07-08	-1	-2.82
ADJ070379	401001000359	A03	TK06	2020-07-21	-3	-5.01
ADJ070479	4011022305	A03	TK06	2020-07-21	-1	-2.82
ADJ071047	4011022305	A03	TK06	2020-07-24	-3	-8.46
ADJ068718	420400064283	A008	TYE1	2020-06-28	-30	-232.2
ADJ069895	420400064283	A008	TYE1	2020-07-12	-15	-116.1
ADJ070783	420400062089	A008	TYE1	2020-07-23	-3	-21.33
ADJ070787	420400062641	A008	TYE1	2020-07-23	-9	-71.01
ADJ071196	420404060122	A008	TYE1	2020-07-25	-60	-37.8
ADJ071324	420400061005	A008	TYE1	2020-07-25	-10	-97.7
TK1000025	4002078018	E11	T175	2020-07-06	-3	-43.11
TK1000025	4002078018	E11	T175	2020-07-06	3	43.11
TK1000025	40000200000611	E11	T175	2020-07-06	-6	-49.62
TK1000025	40000200000611	E11	T175	2020-07-06	6	49.62
TK1000025	410103060006	E11	T175	2020-07-10	-3	-47.58
TK1000025	410103060006	E11	T175	2020-07-10	3	47.58
TK1000025	410103060006	E11	T175	2020-07-20	-1	-15.86
TK1000025	410103060006	E11	T175	2020-07-20	1	15.86
ADJ068986	400002000006	A008	T184	2020-07-04	-4	-32.6
ADJ068987	40000200000611	A008	T184	2020-07-04	-4	-33.08
ADJ070894	40028011	A03	TES02	2020-07-24	-6.5	-294.32
ADJ070583	40030442	A008	T184	2020-07-22	-4	-5.72
TS0001776	40010355	C11	T999	2020-07-02	9	35.55
TS0001776	40010951	C11	T999	2020-07-02	9	24.57
TS0001776	40010355	C11	T999	2020-07-02	-4	-15.8
TS0001776	40010951	C11	T999	2020-07-02	-4	-10.92
ADJ069184	4001023236	A008	TES01	2020-07-07	-2	-79.36
ADJ070459	410201060090	A03	TK06	2020-07-21	-2	-6
TK1000005	40010896	E11	TK06	2020-07-22	-63	-97.65
ADJ069426	410201060201	A03	TYE1	2020-07-08	-2	-8.76
ADJ071065	410201060090	A03	TYE1	2020-07-24	-2	-6
ADJ070695	390002000025	A008	T184	2020-07-23	-1	-42.31
TK1000009	3900030805	E11	T999	2020-07-22	2	13.36
ADJ070836	3900028301	A03	TES02	2020-07-24	-1	-11.92
ADJ068746	390002060099	A008	TYE1	2020-06-29	-1	-15.46
ADJ068973	390002060099	A008	TYE1	2020-07-04	-5	-77.3
ADJ068981	390002060018	A008	TYE1	2020-07-04	-3	-64.2
ADJ069894	390002060097	A008	TYE1	2020-07-12	-3	-45.06
ADJ069902	390001060042	A008	TYE1	2020-07-12	-15	-108.45
ADJ069941	390001060042	A008	TYE1	2020-07-14	-23	-166.29
ADJ070556	390002060097	A008	TYE1	2020-07-22	-2	-30.04
ADJ070781	390002060099	A008	TYE1	2020-07-23	-2	-30.92
ADJ070782	390000592	A008	TYE1	2020-07-23	-25	-34.75
